,Username,Ciudad,Departamento,Pais,Título,Pregunta,Propuesta,Descripción,Votos a favor
52,,Medellín,Antioquia,Colombia,¿Cómo erradicarías la pobreza en Colombia?,¿Cómo erradicarías la pobreza en Colombia?,vehículos de impacto colectivo,"desde andi y fundación andi ayudamos a construir una visión conjunta de los territorios en los que operan las empresas, y las articulamos con actores públicos y privados estratégicos.

promovemos una cultura de trabajo en equipo, en la que no se dupliquen esfuerzos y se usen los recursos de manera eficiente. para ello, hemos adaptado la metodología de vehículos de impacto colectivo, la cual consiste en desarrollar alianzas que convocan a los actores a trabajar de forma coordinada, compartiendo riesgos, y combinando sus recursos y competencias para generar impactos sociales a largo plazo y de forma colectiva.",0
53,,Medellín,Antioquia,Colombia,¿Cómo impulsarías la adopción de buenas prácticas en las pequeñas empresas?,¿Crees que las Pequeñas y Mediadas Empresas (PYMES) conocen los programas de Gobierno para crecer?,listado empresas inspiradoras,"la revista fortune es reconocida internacionalmente por clasificar a las mejores empresas y ejecutivos del mundo a través de diferentes tipos de rankings, como ‘change the world’, que reconoce a las empresas que tienen impacto social positivo a partir de actividades que desarrollan como parte de su estrategia empresarial principal.
la andi y su fundación replicó esta iniciativa y desarrolló en colombia la lista de ‘empresas inspiradoras’. esto incentiva a las empresas a que sean cada vez más conscientes de la necesidad de integrar los temas sociales al negocio, para generar impacto sostenible, al tiempo que se mejora la competitividad.",0
70,,Pitalito,Huila,Colombia,¿Qué propuesta tienes para mejorar la movilidad en las calles de tu ciudad?,¿Estás satisfecho con el transporte público en tu ciudad?,tranvía para ibagué,"tendrá un eje central que ira desde el centro de la ciudad hasta la periferia mas exactamente al barrio simon bolivar. surge de la necesidad de equipar a la ciudad con una completa red de transportes que dé respuesta a su evolución futura, además de apoyar su crecimiento demográfico, su expansión geográfica y satisfacer las necesidades de desplazamiento de los ciudadanos y turistas en unas condiciones de seguridad, calidad y eficiencia.",0
71,,Santiago de Cali,Valle del Cauca,Colombia,¿Cómo mejorarías los programas de primera infancia?,¿Crees que la inversión social en primera infancia ha dado resultados?,creacion nacional de mesas infantiles  inclusivas y diferenciales,"ampliando,reduciendo  o creando programas que sean atministrados por una nueva 
mesa dirigente que  tenga representacion de cada departamento ejemplo 1 la mesa artistica , colombiana en cada region hay grupos representativos pero son niños por primera vez de barios marginados que viajen a otros departamentos a difundir otros ritmos musicales como apreciacion a la diversidad 2.mesa de comision de alimentos    acta para gestionar actividades  que ayude a regular todo el tema en alimentacion 3.mesa creativa para la primera infancia, que valla de la mano con la secretaria de educacion se impleme el audio del folclor colombiano  en la preescolaridad si vamos asegurando nuestros jovenes colombiano",0
73,,Santiago de Cali,Valle del Cauca,Colombia,¿Cómo traerías el deporte a tu comunidad?,¿Cómo traerías el deporte a tu comunidad?, la pirueta  aerea y figuras sobre los columpios tendran su festival deportivo,es  hora de reconocer como deporte una actividad callejera que se realiza en los columpios  de los parques y los que la realizan son jovenes mayores de 18 años hasta personas de 40 años gran actividad para ponerla en competencia e incentivar el deporte en las personas mayores y otras actividades que hacen parte del deporte  que poodemos poner en consruccion  por una sociedad mas inclusiva,0
82,@Linariossanchez,Medellín,Antioquia,Colombia,¿Cómo fortalecerías el uso de la educación virtual en nuestro país?,¿Cómo fortalecerías el uso de la educación virtual en nuestro país?,alfabetización digital el camino a las oportunidades que no vemos,"crear centros en convenio con el gobierno local dotados con los equipos de cómputo donde se convoca a personas sin el conocimiento básico del uso de computador, programas básicos, uso de la internet y método para acceder a cursos e información útil para la vida. de manera paralela se presentará a estas personas ( de todas las edades y estratos) un programa de motivación hacia el desarrollo  y conocimiento sobre concepto de globalización  y como tercera medida  una alternativa opcional de crédito fácil para adquirir su equipo , tablet , computador.",0
85,@Linariossanchez,Medellín,Antioquia,Colombia,¿Cuál sería la mejor estrategia para reintegrar a quienes han dejado las armas?,¿Crees que los reinsertados podrían tener una fácil transición a la vida civil en programas de Economía Naranja?,nuevo camino,"distribuir a las familias o pequeños grupos de exguerrilleros en todo el territorio nacional,  adjudicando un nùmero de personas por departamento de acuerdo a su capacidad. inicialmente se integran como practicantes observadores  a empresas de la región y de manera paralela deben estudiar programas integrales para el abandono de la pobreza multidimensional. los programas se vincularán con empresas grandes que apalanquen ayudas de todo tipo para sostener el programa de modo que pequeñas familias puedan vivir con un salario mínimo mientras logran avanzar en sus conocimientos , destrezas y competencias psicosociales.",0
94,A.Lugo.M,Bogotá,Bogota D.C.,Colombia,Desarrolla una idea que ayude a los habitantes de tu barrio a ahorrar agua,¿Ahorras agua en tu casa?,colombiano creador de campaña a nivel mundial del ahorro de agua y energía.,"todo hombre junto con su familia ayudará a recuperar fuentes hídricas, medio ambiente, calentamiento global y planeta dejando malos hábitos ya que nuestro mejor hábito es proteger a niñas, niños, adulto mayor, planeta, animales, árboles. reciclar. no malgastar agua y energía. ver: formasdeahorraragua.blogspot.com",0
111,Alba Ardila,Bogotá,no hay registro,Colombia,¿Qué medidas tomarías para mejorar la seguridad en tu barrio?,¿Has sido victima de algún asalto en lo corrido del año?,organizacion de la comunidad,conformar un comite de seguridad que trabajen de la mano con la policia y en cada cuadra haya un encargado de informar si llegan inquilinos que expendan drogas o de dudosa reputacion y que sea permitido que la gente los saque .,0
120,Alcides Salazar Paz,Bogotá,no hay registro,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?","respetar la carrera administrativa, el servidor publico adquiere conocimiento","el paracaidismo en lo publico hace que siempre se repita con nombre distinto lo desarrollado, no hay inovacion el empleado tiene derecho a su carrera administrativa a crecer dentro de la institucion, crear,corregir, desarrollar, avanzar y sobretodo adquiere experiencia, conocimiento y no adivina ni comete errores por desconocimiento.",0
138,Alejo,Medellín,Antioquia,Colombia,"¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?","¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?",venta de las creaciones naranja en internet,"si se educa de manera tradicional, los temas relacionados con economía naranja aburren. ah, pero si se implementa la educación financiera en el sistema tradicional de educación incrementa el interés. en otras palabras, cuando un estudiante crea un libro a través de determinada temática y sepa que se puede vender a través de internet y además puede generar ingresos pasivos para si mismo, es la gran diferencia que despierta el interés en la economía naranja desde las aulas. las fotografías, la música, el diseño gráfico, se puede vender por internet. hacer que las ideas generen ingresos para si mismo de una manera inteligente y se promueva la generación de contenidos nacionales.",0
140,Alejo,Medellín,Antioquia,Colombia,¿Cómo erradicarías la pobreza en Colombia?,¿Cómo erradicarías la pobreza en Colombia?,transferencia del conocimiento financiero (política nacional),"en la escuela se enseña lo tradicional a conseguir solo empleo y a no buscar soluciones. entonces cuando no hay empleo, el resultado es conocido, incremento de la delincuencia. por que fue lo que les enseñaron desde pequeños, a conseguir solo empleo más no a generar soluciones en tiempos de crisis, a crear empresa, a pensar como rico no como pobre. el gobierno enseña a mendigar con subsidios, no demos ese mensaje al país. desplegar la educación financiera como único método viable de desarrollo económico que empuje la economía, de empleo, genere riqueza.",0
147,Alejo,Medellín,Antioquia,Colombia,¿Cómo podemos desarrollar el talento a temprana edad?,¿Cómo podemos desarrollar el talento a temprana edad?,ingresos pasivos para alcanzar los sueños en tiempos de crisis,"transferencia de conocimiento financiero. enseñarle a los estudiantes a generar dinero por internet desde la comodidad de casa. ejemplos, realizar trabajos freelance en plataformas como workana, tomar fotografías y realizar diseños gráficos y venderlos en adobe stock, inversiones en bolsa y el mercado de capitales en línea, generar contenidos audiovisuales y rentabilizarlos en youtube, entre otros. es decir, ganar dinero mientras se realizan otras actividades como estudiar, viajar u otras cosas. esto se denomina ingresos pasivos, es decir, ingresos que entran que no dependen de su presencia física y ayuda a los estudiantes a suplir necesidades personales y cumplir sus sueños en la inversión.",0
153,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",activación de las mesas de diálogos de paz / fin definitivo del conflicto,"reactivar los diálogos de paz con el eln en cuba pero también se hace necesaria una mesa adicional de diálogos de paz con la fracción restante del epl para el fin definitivo de la guerra. la mesa de diálogos de paz con el epl debe hacerse de manera a parte del eln para evitar que cuando un grupo haga algo incorrecto no afecte los diálogos en la otra mesa. dichas mesas no deben establecerse en países limítrofes con colombia puesto que es algo ilógico e irracional. ya teniendo la mesa de diálogos con el eln ( ejército de liberación nacional) sobre la marcha en cuba, se busca entonces establecer otra mesa de diálogos en noruega con la facción del epl (ejército popular de liberación).",0
156,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",centros de salud pública (diversificación de portafolio),"centros de salud público-privados significa que los centros de salud seguirán siendo públicas y las consultas gratuitas. sin embargo, las fórmulas médicas o fármacos deben ser soportados por cada usuario. aumentar el número de médicos especialistas y diversificar los servicios gratuitos como pagos. es decir, temas relacionados con nanomedicina, dermatología, urología, endocrinología, entre otros, se puedan realizar en los centros de salud pública y que diversificar las fuentes de ingresos de la salud tanto de nacionales como mediante el impulso del turismo médico en los centros públicos de la salud. modernizar los laboratorios para la investigación  médica a la altura de los mejores.",0
157,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",citas médicas en línea (centros de salud pública del estado),"desarrollar la plataforma www.centrosalud.gov.co que unificará todos los centros de salud pública de estado en uno solo. los usuarios podrán pedir citas médicas en línea tan solo con su cédula de ciudadanía y eligiendo el centro para reservar la cita médica. no es necesario la impresión de fórmulas o historias clínicas puesto que se almacenan en archivo médico digital (menos papel, más amigable con el medio ambiente). podrán solicitar copias del acta médico de nacimiento entre muchos otros a través de internet, sin filas, súper rápido, cómodo, moderno. se tendrán médicos generales en línea que resuelvan las inquietudes de estudiantes o profesores en temas médicos, gratuitamente.",0
158,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",clu$ter$ médicos público privados de alto nivel,"dejar de crear hospitales de barrio de quinta y fusionarlos en verdaderos centros de salud público privados de alto nivel, el plan piloto solo para bogotá, medellín y cali (sede norte y sede sur,  según los requerimientos). los médicos generales seguirán siendo gratis. depender solo de los impuestos de los juegos de azar es un insulto para el sistema. aumentar el flujo de caja mediante la creación de la unidad especial de investigación médica, exclusivo para hallar curas o fármacos inexistentes o que existiendo son ineficaces; y a través del despliegue de médicos especialistas (de cobro) como dermatólogos, urólogos, endocrinólogos, nutricionistas, deportivos, entre otros. todo en un solo lug",0
160,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",creación de la academia de la lengua (castellano) / pacífico independiente,"cumbre académica del pacífico americano. por medio del cual se crea la ""academia castellana del pacifico"" donde tanto colegios como universidades y académicos podrán construir y enriquecer el idioma ""castellano"" en américa. es inaceptable que no se haya podido superar la vinculación que algún día se tuvo con españa. ahora somos independientes, con nuestra propia lengua, nuevas palabras, nuevos avances, regionalismos, entre otros. el mundo evoluciona, el castellano de igual manera. es en este sentido que méxico, colombia, perú y chile toman la decisión de desvincularse de la real academia española y se crea la academia castellana de américa, únicos, independientes.",0
161,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?","creación de la carrera de ""programación profesional""","un ingeniero de sistemas tan solo conoce uno o dos, máximo tres lenguajes de programación, es decir, transferencia de conocimientos que los hacen estúpidos e incapaces de desarrollar software, webs híbridas o apps móviles. es por eso que se separa la ingeniería de sistemas de la programación y se crea la carrera de ""programación profesional"" donde el profesional tendrá la capacidad de desarrollar software, webs híbridas, apps móviles, iot, entre otros. es decir, tendrá un perfecto manejo de todos los lenguajes de programación posible y avanzar más rápido en ""programación científica"", es decir, mediante la creación o fusión de nuevos códigos de programación generar valor por innovación.",0
162,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",creación de la carrera de diseñador profesional,"es inaceptable que no se puedan encontrar profesionales aptos para cualquier tipo de diseño y no solamente una, haciendo la labor aún más difícil para las empresas. es en ese sentido que debe fusionar el diseño gráfico, diseño industrial, diseño de modas, diseño multimedia, diseño fotográfico, diseño publicitario, diseño urbano, diseño arquitectónico, diseño corporativo, entre otros, en una sola carrera profesional, es decir, desarrollar el título de ""diseñador profesional"" con capacidad de respuesta para distintas industrias y/o requerimientos.",0
164,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",creación de la superintendencia profesional,"crear la ""superintendencia profesional"" que mediante la centralización nacional de todos los profesionales será la máxima autoridad encargada de emitir las tarjetas profesionales, quitarle la tarjeta profesional a un profesional por malas prácticas, investigar el fraude profesional, denunciar falsos profesionales, entre otros. desde médicos, abogados, contadores, administradores, economistas, ingenieros, diseñadores, periodistas, desarrolladores de software, artistas, barberos, estilistas, educadores, pilotos, entre otros.",0
167,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",creación del tratado de la alianza militar del pacífico (asia pacífico),"cumbre de la alianza del pacífico para la creación del tratado de la alianza militar del pacífico, el bloque militar de la alianza del pacífico con miras a asia pacífico en la defensa del medio ambiente, la seguridad y la paz en la cuenca del pacífico. además de contrarrestar el crimen transnacional, el narcotráfico, el terrorismo, la trata de personas, el tráfico de armas, entre otros.",0
168,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",desarrollo de la tecnología de insonorización (patente estatal),"desarrollar una patente que permita el desarrollo de un poderoso circuito inteligente que insonorice las habitaciones y/o la casa y que destruya, bloquee o impida que el ruido callejero entre a casa cuando este esta encendido. la tecnología se desarrollará través de la empresa pública de telecomunicaciones tigo quien explotará la tecnología. un ciudadano podrá solicitar la instalación del servicio a tigo o a claro o movistar a través de las licencias que tienen con tigo. por un mejor estilo de vida saludable, si en la calle hay ruido, en casa hay silencio. nos mamamos del alto ruido callejero. apoyan ministerio de salud, ministerio tic y tigoune, por tu salud estamos ahí.",0
170,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",dólar americano - $amd (alianza del pacífico),"exploración en la próxima cumbre del pacífico por medio del cual se busca consolidar una única moneda regional al nivel o superior al usd o el eur que permita la facilidad en las transacciones del turismo y el comercio entre los países integrantes de la alianza del pacífico. se busca entonces la eliminación del peso colombiano, el peso chileno, el peso mexicano y el sol peruano y se establece el banco central del pacífico con sedes en los 4 estados (banco de la república, banxico, banco central de chile, banco central de reserva del perú) conformado por los ministros de hacienda de cada estado por el cual se elije un único presidente cada año. el dólar americano en el mercado de divisas",0
171,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",eliminación de la agencia nacional de hidrocarburos,"eliminar la agencia nacional de hidrocarburos y las regulaciones a la minería le corresponderá a la autoridad nacional de licencias ambientales - anla. acto legislativo por medio del cual se establecen políticas de no uso de hidrocarburos a partir de determinada fecha de transición y se busca entonces la denominada ""colombia 100% renovable"". la liberación de altos componentes de material particulado y co2 al aire debe entenderse como un problema de salud pública a solucionar desde el ejecutivo y el legislativo.",0
172,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",hundir el proyecto del ministerio de la familia (anticonstitucional),"la creación del supuesto ""ministerio de la familia"" que si bien tiene sus orígenes de base religiosa es inconveniente. la política debe hacerse con base a la constitución política de 1991 más no con base a ideologías religiosas en contra de las minorias lgbt. no hay necesidad de dicho ministerio. tenemos al instituto colombiano de bienestar familiar - icbf, el ministerio de educación, el ministerio de deporte, ministerio de salud, entre otros, entonces nos hacemos la pregunta ¿para qué?¿por qué?¿qué hay detrás?. volvamos serios senadores y representantes, si es que son dignos de serlo. cero tolerancia con el despilfarro de los recursos públicos del estado. tolerancia cero.",0
173,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?","integración de las embajadas del pacífico / colombia, méxico, perú & chile","integrar las embajadas de colombia, méxico, perú & chile alrededor del mundo. esto significa, reducción de los gastos de funcionamiento, mayor integración de relaciones públicas internacionales conjuntas, una embajada (no varias). en otras palabras, si el presidente de méxico o colombia viajara a chile, la entidad encargada será la embajada del pacífico en ese país. otro ejemplo sería, el presidente de perú o chile decidiesen viajar a francia, la entidad encargada es la embajada del pacífico en ese país. y así sucesivamente, una sola embajada para los pumas de america (colombia, méxico, perú & chile).",0
174,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",nanomedicina,"nanobots que patrullan nuestros cuerpos, células inmunes asesinas que cazan y destruyen células cancerosas, tijeras biológicas que eliminan genes defectuosos y enfermedades rebeldes. desarrollar las carreras de nanomedicina que es la aplicación de la nanotecnología en el campo de la medicina, incluyendo de igual modo la futura aplicación de la nanotecnología molecular, y es empleada para mejorar la calidad de vida de los seres humanos, combatiendo las enfermedades de una forma. y nanoingeniería que usa la nanotecnología para diseñar productos y sistemas a nanoescala. inmunología, edición de genes, en fin, una revolución de la industria médica colombiana desde el sector público.",0
176,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",proyecto de ley / eliminación de días festivos innecesarios,"eliminar los siguientes días festivos: 8 de enero (reyes magos), 19 de marzo (san jose), 1 de mayo (trabajo), 14 de mayo (asunción), 4 de junio (corpus christi), 11 de junio (sagrado corazón), 2 de julio (san pedro y san pablo), 20 de agosto (virgen), 15 de octubre (raza), 5 de noviembre (santos), 8 de diciembre (inmaculada). los anteriores días festivos son innecesarios. festivos que se mantienen: 1 de enero (año nuevo), 29 y 30 de marzo (jueves y viernes santo), 20 de julio (independencia), 7 de agosto (batalla de boyacá), 12 de noviembre (cartagena), 25 de diciembre (navidad). festivos nuevos: 1 de diciembre (alborada). total: 8 festivos.",0
177,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",proyecto de ley / modificación de horarios educación media,"proyecto de ley. por medio del cual se modifica la jornada única estudiantil y se dictan otras disposiciones. el nuevo horario de estudios será de lunes a vienes de 7:00 a.m. a 4:00 p.m. con derecho a 30 minutos de descanso. sábados de 7:00 a.m. a 12:00 p.m. en semana se busca el fortalecimiento de las ciencias (química, física, matemáticas, biología) además del despliegue de telecomunicaciones, tecnología e informática, electrónica, emprendimiento, educación financiera, salud & deporte. los sábados en las primeras horas investigación científica y en las últimas horas deporte y gimnasio (salud). no  teorías en ruso; la transferencia del conocimiento debe ser simple (en castellano, claro)",0
178,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",proyecto de ley blanca (regulación del esoterismo),"proyecto de ley, por medio del cual se prohíbe las asociaciones ocultas, sectas satánicas, trabajos y prácticas ocultistas. se prohíbe el uso de animales o humanos como sacrificios en trabajos de magia negra y satanismo. prohibir la alteración de sitios como cementerios. prohibir el turismo negro. aunque la ciencia no haya podido establecer una razón lógica en los efectos de la magia negra en prejuicio de unos o de otros, hay casos inexplicables, razón por la cual se regulan las escuelas y profesionales esotéricos (magos blancos, astrólogos, angeologos...) que contrarresten los efectos nocivos de dichos trabajos de magia negra.",0
179,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",re estructuración del parlamento andino (alianza del pacífico),"decisión andina. por medio del cual se reestructura el parlamento andino y por medio del cual se ecuador y bolivia se convierten en estados asociados al parlamento. por otra parte se convierte a méxico en estado miembro oficial quedando el parlamento de la siguiente manera. estados oficiales del parlamento andino el brazo parlamentario de la alianza del pacífico: colombia, méxico, perú y chile. estados asociados al parlamento no oficiales: ecuador, bolivia. ecuador & bolivia no comparten la misma visión política, ni económica de los miembros de la alianza del pacífico lo cual atrasa el desarrollo de los 4 pumas de américa (colombia, méxico, perú, chile).",0
180,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",recuperación de colombia móvil s.a. (100% pública),"con la enajenación de activos del estado en telefónica y la enajenación de activos de la alcaldía de bogotá en la etb se podría adquirir el 51% restante a millicom international cellular, s.a. sobre tigo convirtiendo a tigoune en una empresa 100% pública cuyos socios serán epm, el estado y la alcaldía de bogotá (socios del sector público). de esta manera renace telecom a través de colombia móvil s.a. desplegar la red 5g que impulse el desarrollo de nuevos mercados (conducción autónoma, iot) y permita el desarrollo de ciudades cada vez más inteligentes. reinvertir el 49% de sus ingresos en innovación para fortalecer el portafolio de sus inversiones y el 51% restante para los socios.",0
181,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",regulación de calificadoras de riesgo (superfinanciera),"más azar que raciocinio. no hay ecuaciones. decisiones por comités. corazonadas espontáneas de los analistas. cuando algo sale mal, países enteros se derrumban como castillos de naipes. los dudosos métodos de las agencias de calificación. la política arrodillada ante el poder de los privados. stop desde el congreso de la república. ¿cómo es posible que fitchratings, standar & poors & moodys manejen la política monetaria nacional y/o internacional?¿dónde queda en banco central?¿quién tiene el poder real para atraer capital?¿y las leyes?¿y la regulación?.",0
182,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",remates judiciales (autos & motos) / enajenación de activos especiales,"aplicar la enajenación de activos a autos & motos que entran a los patios y después de pasados 3 meses nadie reclama dicho activo. el estado se reserva de aplicarle extinción de dominio al automotor sujeto de extinción de dominio por no reclamación y evitar que se siga depreciando. con los recursos recibidos, bien por chatarización o bien mediante proceso de compraventa (enajenación) se deberan desembolsar a favor de la tesorería municipal donde ocurrió el echo para fortalecer la policía de tránsito y movilidad. crear www.rematesjudiciales.gov.co para tal fin (autos, motos, inmuebles). todos los juzgados deben publicar semanalmente los activos sujetos a remates judiciales o enajenación.",0
183,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",renovación de la telefonía móvil - nuevos conceptos,"prohibir la emisión, venta y distribución de simcards de polietileno y migrar a operadores móviles virtuales inteligentes. en otras palabras, los principales operadores como claro, tigoune, movistar, entre otros, de ahora en adelante deberán desarrollar su app móvil quién será su reemplazo de la simcard física y por medio del cual mediante el aprovechamiento de los recursos del teléfono inteligente será una app que hará las funciones de una simcard física solo que no hay plástico, es digital y más amigable con el medio ambiente. eliminar los incómodos teléfonos fijos ante la novedad de la telefonía voip y los teléfonos móviles inteligentes. desplegar la tecnología 5g",0
184,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",reservas & consultas con abogados especialistas / proyecto de ley (legalapp),"proyecto de ley. por medio del cual se modifica y reorienta legalapp. desarrollar, diseñar, modificar www.legalapp.gov.co por una plataforma que reuna a todos los abogados especialistas tanto en la versión web como apps móvil. se busca desarrollar los mercados de ""reservas"" & ""consultas en línea"" con abogados especialistas (civil, penal, internacional, comercial...). cualquier usuario podrá reservar o hacer una consulta en línea desde la comodidad de su casa. se cobrará el 2.9% de comisión por cada reserva o consulta exitosa que tenga un abogado. esto para fortalecer el sistema judicial colombiano, la policía y la fiscalia. se promueve el empleo jurídico independiente, nuevos ingre$o$.",0
185,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",reservas & consultas en línea con médicos especialistas (minsalud),"desarrollar la página www.friender.com.co (start-up del gobierno) junto a sus apps móviles. se buscan dos objetivos: el primero, es desarrollar el mercado de las ""reservas profesionales"" y el mercado de las ""consultas en línea"" con médicos especialistas (urólogos, dermatólogos, endocrinólogos...); el segundo es permitir que los usuarios puedan realizar una reserva profesional o una consulta en línea a cualquier médico especialista desde la comodidad de la casa. es una star-up del ministerio de la salud, por cada reserva o consulta exitosa que tenga un profesional se cobra el 2.9% de comisión para fortalecer el sistema público de salud. se promueve el empleo médico independiente, todos ganan.",0
186,Alejo,Medellín,Antioquia,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?","sede del ministerio de ciencia, tecnología e innovación (medellinnovation)","ahora que la nueva sede del nuevo ministerio del deporte va a ser cali, la potencia del deporte. y poniendo por encima de la mesa la descentralización de la entidades públicas del estado. entonces miremos que la sede del ministerio de ciencia, tecnología e innovación sea la ciudad de medellín, el lugar donde se potencia la innovación (medellinnovation)",0
189,Alejo,Medellín,Antioquia,Colombia,¿Cómo pueden las instituciones buscar inversión internacional?,¿Cómo pueden las instituciones buscar inversión internacional?,proyecto de ley de conglomerados empresariales públicos (diversificación),"convertir a colombia en un estado rico para el desarrollo. dejar de depender de limoznas (impuestos) y mantener una elevada participación del sector público en la economía, controlando sus áreas estratégicas, aportando al producto interior bruto del país. diversificar las inversiones públicas del estado mediante el fondo soberano de inversión que controle la cartera de activos financieros nacionales e internacionales permitiendo la creación de nuevas empresas públicas e inversiones en bolsas de valores internacionales que aumenten el flujo de caja y las transferencias al estado por conceptos de ingresos que se traduce en más plata para salud, educación , ciencia, entre otros.",0
